Frequency(Hz),Transmission Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
27384455,-14.78,170.50,0.0,0.00,0.0,0.0,0.0
27448032,-14.84,170.32,0.0,0.00,0.0,0.0,0.0
27511609,-14.84,170.85,0.0,0.00,0.0,0.0,0.0
27575186,-14.90,171.03,0.0,0.00,0.0,0.0,0.0
27638763,-14.96,171.20,0.0,0.00,0.0,0.0,0.0
27702340,-14.96,171.38,0.0,0.00,0.0,0.0,0.0
27765917,-15.01,171.73,0.0,0.00,0.0,0.0,0.0
27829494,-15.07,171.73,0.0,0.00,0.0,0.0,0.0
27893071,-15.07,171.91,0.0,0.00,0.0,0.0,0.0
27956648,-15.13,172.26,0.0,0.00,0.0,0.0,0.0
28020225,-15.19,172.61,0.0,0.00,0.0,0.0,0.0
28083802,-15.19,172.43,0.0,0.00,0.0,0.0,0.0
28147379,-15.25,172.61,0.0,0.00,0.0,0.0,0.0
28210956,-15.31,173.14,0.0,0.00,0.0,0.0,0.0
28274533,-15.37,173.14,0.0,0.00,0.0,0.0,0.0
28338110,-15.37,173.31,0.0,0.00,0.0,0.0,0.0
28401687,-15.43,173.14,0.0,0.00,0.0,0.0,0.0
28465264,-15.48,173.14,0.0,0.00,0.0,0.0,0.0
28528841,-15.54,174.02,0.0,0.00,0.0,0.0,0.0
28592418,-15.54,174.37,0.0,0.00,0.0,0.0,0.0
28655995,-15.60,174.55,0.0,0.00,0.0,0.0,0.0
28719572,-15.66,174.02,0.0,0.00,0.0,0.0,0.0
28783149,-15.66,174.02,0.0,0.00,0.0,0.0,0.0
28846726,-15.72,174.55,0.0,0.00,0.0,0.0,0.0
28910303,-15.78,174.37,0.0,0.00,0.0,0.0,0.0
28973880,-15.78,175.07,0.0,0.00,0.0,0.0,0.0
29037457,-15.84,174.72,0.0,0.00,0.0,0.0,0.0
29101034,-15.84,174.72,0.0,0.00,0.0,0.0,0.0
29164611,-15.89,175.07,0.0,0.00,0.0,0.0,0.0
29228188,-15.95,175.43,0.0,0.00,0.0,0.0,0.0
29291765,-15.95,175.78,0.0,0.00,0.0,0.0,0.0
29355342,-16.01,175.43,0.0,0.00,0.0,0.0,0.0
29418919,-16.07,175.25,0.0,0.00,0.0,0.0,0.0
29482496,-16.07,175.95,0.0,0.00,0.0,0.0,0.0
29546073,-16.13,175.95,0.0,0.00,0.0,0.0,0.0
29609650,-16.19,176.30,0.0,0.00,0.0,0.0,0.0
29673227,-16.25,175.25,0.0,0.00,0.0,0.0,0.0
29736804,-16.25,176.48,0.0,0.00,0.0,0.0,0.0
29800381,-16.30,176.48,0.0,0.00,0.0,0.0,0.0
29863958,-16.30,176.48,0.0,0.00,0.0,0.0,0.0
29927535,-16.36,176.83,0.0,0.00,0.0,0.0,0.0
29991112,-16.42,175.60,0.0,0.00,0.0,0.0,0.0
30054689,-16.42,177.01,0.0,0.00,0.0,0.0,0.0
30118266,-16.48,178.59,0.0,0.00,0.0,0.0,0.0
30181843,-16.54,177.18,0.0,0.00,0.0,0.0,0.0
30245420,-16.54,178.59,0.0,0.00,0.0,0.0,0.0
30308997,-16.60,176.30,0.0,0.00,0.0,0.0,0.0
30372574,-16.66,176.48,0.0,0.00,0.0,0.0,0.0
30436151,-16.72,176.66,0.0,0.00,0.0,0.0,0.0
30499728,-16.72,176.66,0.0,0.00,0.0,0.0,0.0
30563305,-16.77,177.89,0.0,0.00,0.0,0.0,0.0
30626882,-16.77,175.95,0.0,0.00,0.0,0.0,0.0
30690459,-16.83,176.66,0.0,0.00,0.0,0.0,0.0
30754036,-16.89,177.54,0.0,0.00,0.0,0.0,0.0
30817613,-16.95,177.89,0.0,0.00,0.0,0.0,0.0
30881190,-16.95,177.71,0.0,0.00,0.0,0.0,0.0
30944767,-17.01,175.60,0.0,0.00,0.0,0.0,0.0
31008344,-17.01,176.66,0.0,0.00,0.0,0.0,0.0
31071921,-17.07,176.30,0.0,0.00,0.0,0.0,0.0
31135498,-17.13,177.71,0.0,0.00,0.0,0.0,0.0
31199075,-17.18,175.95,0.0,0.00,0.0,0.0,0.0
31262652,-17.24,174.72,0.0,0.00,0.0,0.0,0.0
31326229,-17.30,177.18,0.0,0.00,0.0,0.0,0.0
31389806,-17.24,177.18,0.0,0.00,0.0,0.0,0.0
31453383,-17.30,177.54,0.0,0.00,0.0,0.0,0.0
31516960,-17.36,175.95,0.0,0.00,0.0,0.0,0.0
31580537,-17.42,174.90,0.0,0.00,0.0,0.0,0.0
31644114,-17.42,175.78,0.0,0.00,0.0,0.0,0.0
31707691,-17.48,176.66,0.0,0.00,0.0,0.0,0.0
31771268,-17.48,175.95,0.0,0.00,0.0,0.0,0.0
31834845,-17.54,176.83,0.0,0.00,0.0,0.0,0.0
31898422,-17.60,175.25,0.0,0.00,0.0,0.0,0.0
31961999,-17.60,176.66,0.0,0.00,0.0,0.0,0.0
32025576,-17.65,175.95,0.0,0.00,0.0,0.0,0.0
32089153,-17.71,175.95,0.0,0.00,0.0,0.0,0.0
32152730,-17.71,175.60,0.0,0.00,0.0,0.0,0.0
32216307,-17.77,173.31,0.0,0.00,0.0,0.0,0.0
32279884,-17.77,174.90,0.0,0.00,0.0,0.0,0.0
32343461,-17.83,175.07,0.0,0.00,0.0,0.0,0.0
32407038,-17.89,174.37,0.0,0.00,0.0,0.0,0.0
32470615,-17.89,175.25,0.0,0.00,0.0,0.0,0.0
32534192,-17.95,173.67,0.0,0.00,0.0,0.0,0.0
32597769,-18.01,174.37,0.0,0.00,0.0,0.0,0.0
32661346,-18.01,175.43,0.0,0.00,0.0,0.0,0.0
32724923,-18.06,175.07,0.0,0.00,0.0,0.0,0.0
32788500,-18.06,173.84,0.0,0.00,0.0,0.0,0.0
32852077,-18.12,173.67,0.0,0.00,0.0,0.0,0.0
32915654,-18.18,173.31,0.0,0.00,0.0,0.0,0.0
32979231,-18.18,173.84,0.0,0.00,0.0,0.0,0.0
33042808,-18.24,174.55,0.0,0.00,0.0,0.0,0.0
33106385,-18.24,173.67,0.0,0.00,0.0,0.0,0.0
33169962,-18.30,172.79,0.0,0.00,0.0,0.0,0.0
33233539,-18.36,172.43,0.0,0.00,0.0,0.0,0.0
33297116,-18.36,173.49,0.0,0.00,0.0,0.0,0.0
33360693,-18.42,173.84,0.0,0.00,0.0,0.0,0.0
33424270,-18.48,174.02,0.0,0.00,0.0,0.0,0.0
33487847,-18.48,172.96,0.0,0.00,0.0,0.0,0.0
33551424,-18.53,174.02,0.0,0.00,0.0,0.0,0.0
33615001,-18.53,174.72,0.0,0.00,0.0,0.0,0.0
33678578,-18.59,173.67,0.0,0.00,0.0,0.0,0.0
33742155,-18.59,173.84,0.0,0.00,0.0,0.0,0.0
33805732,-18.65,172.61,0.0,0.00,0.0,0.0,0.0
33869309,-18.71,173.67,0.0,0.00,0.0,0.0,0.0
33932886,-18.71,173.84,0.0,0.00,0.0,0.0,0.0
33996463,-18.77,172.08,0.0,0.00,0.0,0.0,0.0
34060040,-18.83,172.61,0.0,0.00,0.0,0.0,0.0
34123617,-18.89,170.85,0.0,0.00,0.0,0.0,0.0
34187194,-18.89,173.31,0.0,0.00,0.0,0.0,0.0
34250771,-18.94,172.08,0.0,0.00,0.0,0.0,0.0
34314348,-19.00,171.38,0.0,0.00,0.0,0.0,0.0
34377925,-19.00,171.55,0.0,0.00,0.0,0.0,0.0
34441502,-19.06,170.32,0.0,0.00,0.0,0.0,0.0
34505079,-19.06,172.08,0.0,0.00,0.0,0.0,0.0
34568656,-19.12,171.91,0.0,0.00,0.0,0.0,0.0
34632233,-19.12,171.38,0.0,0.00,0.0,0.0,0.0
34695810,-19.18,171.55,0.0,0.00,0.0,0.0,0.0
34759387,-19.24,169.09,0.0,0.00,0.0,0.0,0.0
34822964,-19.24,172.08,0.0,0.00,0.0,0.0,0.0
34886541,-19.30,171.73,0.0,0.00,0.0,0.0,0.0
34950118,-19.30,170.50,0.0,0.00,0.0,0.0,0.0
35013695,-19.35,170.85,0.0,0.00,0.0,0.0,0.0
35077272,-19.41,168.21,0.0,0.00,0.0,0.0,0.0
35140849,-19.41,169.27,0.0,0.00,0.0,0.0,0.0
35204426,-19.47,169.62,0.0,0.00,0.0,0.0,0.0
35268003,-19.53,169.97,0.0,0.00,0.0,0.0,0.0
35331580,-19.53,169.79,0.0,0.00,0.0,0.0,0.0
35395157,-19.59,168.56,0.0,0.00,0.0,0.0,0.0
35458734,-19.59,170.32,0.0,0.00,0.0,0.0,0.0
35522311,-19.65,169.79,0.0,0.00,0.0,0.0,0.0
35585888,-19.71,170.32,0.0,0.00,0.0,0.0,0.0
35649465,-19.71,169.62,0.0,0.00,0.0,0.0,0.0
35713042,-19.77,167.51,0.0,0.00,0.0,0.0,0.0
35776619,-19.82,167.68,0.0,0.00,0.0,0.0,0.0
35840196,-19.82,168.04,0.0,0.00,0.0,0.0,0.0
35903773,-19.82,167.16,0.0,0.00,0.0,0.0,0.0
35967350,-19.88,167.33,0.0,0.00,0.0,0.0,0.0
36030927,-19.94,166.28,0.0,0.00,0.0,0.0,0.0
36094504,-20.00,166.63,0.0,0.00,0.0,0.0,0.0
36158081,-20.00,167.33,0.0,0.00,0.0,0.0,0.0
36221658,-20.00,166.98,0.0,0.00,0.0,0.0,0.0
36285235,-20.06,166.28,0.0,0.00,0.0,0.0,0.0
36348812,-20.12,166.28,0.0,0.00,0.0,0.0,0.0
36412389,-20.12,168.04,0.0,0.00,0.0,0.0,0.0
36475966,-20.18,168.04,0.0,0.00,0.0,0.0,0.0
36539543,-20.18,166.80,0.0,0.00,0.0,0.0,0.0
36603120,-20.23,166.28,0.0,0.00,0.0,0.0,0.0
36666697,-20.23,164.87,0.0,0.00,0.0,0.0,0.0
36730274,-20.29,165.40,0.0,0.00,0.0,0.0,0.0
36793851,-20.29,165.40,0.0,0.00,0.0,0.0,0.0
36857428,-20.35,165.40,0.0,0.00,0.0,0.0,0.0
36921005,-20.41,165.40,0.0,0.00,0.0,0.0,0.0
36984582,-20.47,163.28,0.0,0.00,0.0,0.0,0.0
37048159,-20.47,165.22,0.0,0.00,0.0,0.0,0.0
37111736,-20.53,165.04,0.0,0.00,0.0,0.0,0.0
37175313,-20.53,164.34,0.0,0.00,0.0,0.0,0.0
37238890,-20.59,164.87,0.0,0.00,0.0,0.0,0.0
37302467,-20.59,163.64,0.0,0.00,0.0,0.0,0.0
37366044,-20.65,165.40,0.0,0.00,0.0,0.0,0.0
37429621,-20.65,165.40,0.0,0.00,0.0,0.0,0.0
37493198,-20.70,164.52,0.0,0.00,0.0,0.0,0.0
37556775,-20.76,162.76,0.0,0.00,0.0,0.0,0.0
37620352,-20.76,163.11,0.0,0.00,0.0,0.0,0.0
37683929,-20.76,164.16,0.0,0.00,0.0,0.0,0.0
37747506,-20.82,163.81,0.0,0.00,0.0,0.0,0.0
37811083,-20.88,163.28,0.0,0.00,0.0,0.0,0.0
37874660,-20.94,161.70,0.0,0.00,0.0,0.0,0.0
37938237,-20.94,160.65,0.0,0.00,0.0,0.0,0.0
38001814,-21.00,162.58,0.0,0.00,0.0,0.0,0.0
38065391,-21.00,162.58,0.0,0.00,0.0,0.0,0.0
38128968,-21.06,162.58,0.0,0.00,0.0,0.0,0.0
38192545,-21.11,161.52,0.0,0.00,0.0,0.0,0.0
38256122,-21.11,160.12,0.0,0.00,0.0,0.0,0.0
38319699,-21.17,161.17,0.0,0.00,0.0,0.0,0.0
38383276,-21.17,161.88,0.0,0.00,0.0,0.0,0.0
38446853,-21.23,161.17,0.0,0.00,0.0,0.0,0.0
38510430,-21.29,158.89,0.0,0.00,0.0,0.0,0.0
38574007,-21.29,158.89,0.0,0.00,0.0,0.0,0.0
38637584,-21.29,159.41,0.0,0.00,0.0,0.0,0.0
38701161,-21.35,159.59,0.0,0.00,0.0,0.0,0.0
38764738,-21.41,159.59,0.0,0.00,0.0,0.0,0.0
38828315,-21.41,160.29,0.0,0.00,0.0,0.0,0.0
38891892,-21.47,159.24,0.0,0.00,0.0,0.0,0.0
38955469,-21.47,160.12,0.0,0.00,0.0,0.0,0.0
39019046,-21.52,159.94,0.0,0.00,0.0,0.0,0.0
39082623,-21.52,158.36,0.0,0.00,0.0,0.0,0.0
39146200,-21.58,159.59,0.0,0.00,0.0,0.0,0.0
39209777,-21.64,155.72,0.0,0.00,0.0,0.0,0.0
39273354,-21.64,157.13,0.0,0.00,0.0,0.0,0.0
39336931,-21.64,157.65,0.0,0.00,0.0,0.0,0.0
39400508,-21.70,157.30,0.0,0.00,0.0,0.0,0.0
39464085,-21.70,158.89,0.0,0.00,0.0,0.0,0.0
39527662,-21.76,157.65,0.0,0.00,0.0,0.0,0.0
39591239,-21.82,157.65,0.0,0.00,0.0,0.0,0.0
39654816,-21.82,157.83,0.0,0.00,0.0,0.0,0.0
39718393,-21.88,157.13,0.0,0.00,0.0,0.0,0.0
39781970,-21.94,158.01,0.0,0.00,0.0,0.0,0.0
39845547,-21.99,154.84,0.0,0.00,0.0,0.0,0.0
39909124,-21.99,156.25,0.0,0.00,0.0,0.0,0.0
39972701,-21.99,155.54,0.0,0.00,0.0,0.0,0.0
40036278,-22.05,157.13,0.0,0.00,0.0,0.0,0.0
40099855,-22.05,156.60,0.0,0.00,0.0,0.0,0.0
40163432,-22.11,155.72,0.0,0.00,0.0,0.0,0.0
40227009,-22.11,156.77,0.0,0.00,0.0,0.0,0.0
40290586,-22.17,155.89,0.0,0.00,0.0,0.0,0.0
40354163,-22.17,156.25,0.0,0.00,0.0,0.0,0.0
40417740,-22.23,156.42,0.0,0.00,0.0,0.0,0.0
40481317,-22.29,155.19,0.0,0.00,0.0,0.0,0.0
40544894,-22.35,154.49,0.0,0.00,0.0,0.0,0.0
40608471,-22.35,153.96,0.0,0.00,0.0,0.0,0.0
40672048,-22.40,153.43,0.0,0.00,0.0,0.0,0.0
40735625,-22.40,153.43,0.0,0.00,0.0,0.0,0.0
40799202,-22.40,154.66,0.0,0.00,0.0,0.0,0.0
40862779,-22.46,155.01,0.0,0.00,0.0,0.0,0.0
40926356,-22.46,155.19,0.0,0.00,0.0,0.0,0.0
40989933,-22.52,155.54,0.0,0.00,0.0,0.0,0.0
41053510,-22.52,155.37,0.0,0.00,0.0,0.0,0.0
41117087,-22.58,153.43,0.0,0.00,0.0,0.0,0.0
41180664,-22.58,155.01,0.0,0.00,0.0,0.0,0.0
41244241,-22.64,152.90,0.0,0.00,0.0,0.0,0.0
41307818,-22.70,153.96,0.0,0.00,0.0,0.0,0.0
41371395,-22.76,152.90,0.0,0.00,0.0,0.0,0.0
41434972,-22.82,151.85,0.0,0.00,0.0,0.0,0.0
41498549,-22.87,152.55,0.0,0.00,0.0,0.0,0.0
41562126,-22.87,152.20,0.0,0.00,0.0,0.0,0.0
41625703,-22.87,151.67,0.0,0.00,0.0,0.0,0.0
41689280,-22.87,151.85,0.0,0.00,0.0,0.0,0.0
41752857,-22.87,152.73,0.0,0.00,0.0,0.0,0.0
41816434,-22.93,152.20,0.0,0.00,0.0,0.0,0.0
41880011,-22.99,151.32,0.0,0.00,0.0,0.0,0.0
41943588,-23.05,149.91,0.0,0.00,0.0,0.0,0.0
42007165,-23.05,149.74,0.0,0.00,0.0,0.0,0.0
42070742,-23.11,150.44,0.0,0.00,0.0,0.0,0.0
42134319,-23.11,150.97,0.0,0.00,0.0,0.0,0.0
42197896,-23.17,149.74,0.0,0.00,0.0,0.0,0.0
42261473,-23.23,150.26,0.0,0.00,0.0,0.0,0.0
42325050,-23.17,149.21,0.0,0.00,0.0,0.0,0.0
42388627,-23.28,149.74,0.0,0.00,0.0,0.0,0.0
42452204,-23.28,149.91,0.0,0.00,0.0,0.0,0.0
42515781,-23.28,148.50,0.0,0.00,0.0,0.0,0.0
42579358,-23.34,150.09,0.0,0.00,0.0,0.0,0.0
42642935,-23.34,149.56,0.0,0.00,0.0,0.0,0.0
42706512,-23.40,147.62,0.0,0.00,0.0,0.0,0.0
42770089,-23.34,147.27,0.0,0.00,0.0,0.0,0.0
42833666,-23.46,149.21,0.0,0.00,0.0,0.0,0.0
42897243,-23.52,148.33,0.0,0.00,0.0,0.0,0.0
42960820,-23.46,147.10,0.0,0.00,0.0,0.0,0.0
43024397,-23.58,147.80,0.0,0.00,0.0,0.0,0.0
43087974,-23.58,147.98,0.0,0.00,0.0,0.0,0.0
43151551,-23.64,147.80,0.0,0.00,0.0,0.0,0.0
43215128,-23.64,146.57,0.0,0.00,0.0,0.0,0.0
43278705,-23.52,144.99,0.0,0.00,0.0,0.0,0.0
43342282,-23.64,146.22,0.0,0.00,0.0,0.0,0.0
43405859,-23.64,147.45,0.0,0.00,0.0,0.0,0.0
43469436,-23.70,148.50,0.0,0.00,0.0,0.0,0.0
43533013,-23.70,148.68,0.0,0.00,0.0,0.0,0.0
43596590,-23.75,149.21,0.0,0.00,0.0,0.0,0.0
43660167,-23.81,147.10,0.0,0.00,0.0,0.0,0.0
43723744,-23.81,146.22,0.0,0.00,0.0,0.0,0.0
43787321,-23.87,148.33,0.0,0.00,0.0,0.0,0.0
43850898,-23.87,146.39,0.0,0.00,0.0,0.0,0.0
43914475,-23.87,143.40,0.0,0.00,0.0,0.0,0.0
43978052,-23.87,144.28,0.0,0.00,0.0,0.0,0.0
44041629,-24.05,145.34,0.0,0.00,0.0,0.0,0.0
44105206,-23.93,144.81,0.0,0.00,0.0,0.0,0.0
44168783,-23.99,143.40,0.0,0.00,0.0,0.0,0.0
44232360,-23.93,142.70,0.0,0.00,0.0,0.0,0.0
44295937,-24.05,143.93,0.0,0.00,0.0,0.0,0.0
44359514,-24.11,144.11,0.0,0.00,0.0,0.0,0.0
44423091,-24.16,145.34,0.0,0.00,0.0,0.0,0.0
44486668,-24.16,143.58,0.0,0.00,0.0,0.0,0.0
44550245,-23.99,140.59,0.0,0.00,0.0,0.0,0.0
44613822,-24.22,143.05,0.0,0.00,0.0,0.0,0.0
44677399,-24.28,143.93,0.0,0.00,0.0,0.0,0.0
44740976,-24.28,143.05,0.0,0.00,0.0,0.0,0.0
44804553,-24.22,142.70,0.0,0.00,0.0,0.0,0.0
44868130,-24.16,141.29,0.0,0.00,0.0,0.0,0.0
44931707,-24.34,141.11,0.0,0.00,0.0,0.0,0.0
44995284,-24.40,143.05,0.0,0.00,0.0,0.0,0.0
45058861,-24.28,142.35,0.0,0.00,0.0,0.0,0.0
45122438,-24.40,141.82,0.0,0.00,0.0,0.0,0.0
45186015,-24.28,140.76,0.0,0.00,0.0,0.0,0.0
45249592,-24.46,140.59,0.0,0.00,0.0,0.0,0.0
45313169,-24.34,140.41,0.0,0.00,0.0,0.0,0.0
45376746,-24.40,139.18,0.0,0.00,0.0,0.0,0.0
45440323,-24.46,141.11,0.0,0.00,0.0,0.0,0.0
45503900,-24.52,140.59,0.0,0.00,0.0,0.0,0.0
45567477,-24.57,141.47,0.0,0.00,0.0,0.0,0.0
45631054,-24.69,143.58,0.0,0.00,0.0,0.0,0.0
45694631,-24.63,141.82,0.0,0.00,0.0,0.0,0.0
45758208,-24.69,141.64,0.0,0.00,0.0,0.0,0.0
45821785,-24.69,139.53,0.0,0.00,0.0,0.0,0.0
45885362,-24.75,141.64,0.0,0.00,0.0,0.0,0.0
45948939,-24.75,140.41,0.0,0.00,0.0,0.0,0.0
46012516,-24.81,140.76,0.0,0.00,0.0,0.0,0.0
46076093,-24.75,140.76,0.0,0.00,0.0,0.0,0.0
46139670,-24.75,136.89,0.0,0.00,0.0,0.0,0.0
46203247,-24.87,142.35,0.0,0.00,0.0,0.0,0.0
46266824,-24.81,141.82,0.0,0.00,0.0,0.0,0.0
46330401,-24.93,139.88,0.0,0.00,0.0,0.0,0.0
46393978,-24.93,139.71,0.0,0.00,0.0,0.0,0.0
46457555,-24.93,139.00,0.0,0.00,0.0,0.0,0.0
46521132,-25.04,142.35,0.0,0.00,0.0,0.0,0.0
46584709,-25.10,141.47,0.0,0.00,0.0,0.0,0.0
46648286,-25.04,140.41,0.0,0.00,0.0,0.0,0.0
46711863,-25.04,138.65,0.0,0.00,0.0,0.0,0.0
46775440,-25.10,137.07,0.0,0.00,0.0,0.0,0.0
46839017,-25.04,139.53,0.0,0.00,0.0,0.0,0.0
46902594,-25.22,139.35,0.0,0.00,0.0,0.0,0.0
46966171,-25.16,139.00,0.0,0.00,0.0,0.0,0.0
47029748,-25.10,138.12,0.0,0.00,0.0,0.0,0.0
47093325,-25.10,135.48,0.0,0.00,0.0,0.0,0.0
47156902,-25.16,137.07,0.0,0.00,0.0,0.0,0.0
47220479,-25.22,137.95,0.0,0.00,0.0,0.0,0.0
47284056,-25.34,137.95,0.0,0.00,0.0,0.0,0.0
47347633,-25.28,137.60,0.0,0.00,0.0,0.0,0.0
47411210,-25.10,133.55,0.0,0.00,0.0,0.0,0.0
47474787,-25.16,134.78,0.0,0.00,0.0,0.0,0.0
47538364,-25.22,135.13,0.0,0.00,0.0,0.0,0.0
47601941,-25.16,134.96,0.0,0.00,0.0,0.0,0.0
47665518,-25.40,135.13,0.0,0.00,0.0,0.0,0.0
47729095,-25.34,132.49,0.0,0.00,0.0,0.0,0.0
47792672,-25.28,133.72,0.0,0.00,0.0,0.0,0.0
47856249,-25.51,133.90,0.0,0.00,0.0,0.0,0.0
47919826,-25.51,134.25,0.0,0.00,0.0,0.0,0.0
47983403,-25.51,134.78,0.0,0.00,0.0,0.0,0.0
48046980,-25.51,132.49,0.0,0.00,0.0,0.0,0.0
48110557,-25.57,133.90,0.0,0.00,0.0,0.0,0.0
48174134,-25.75,135.66,0.0,0.00,0.0,0.0,0.0
48237711,-25.69,135.31,0.0,0.00,0.0,0.0,0.0
48301288,-25.75,134.78,0.0,0.00,0.0,0.0,0.0
48364865,-25.63,131.09,0.0,0.00,0.0,0.0,0.0
48428442,-25.81,134.08,0.0,0.00,0.0,0.0,0.0
48492019,-25.57,131.61,0.0,0.00,0.0,0.0,0.0
48555596,-25.57,131.61,0.0,0.00,0.0,0.0,0.0
48619173,-25.57,132.67,0.0,0.00,0.0,0.0,0.0
48682750,-25.57,130.38,0.0,0.00,0.0,0.0,0.0
48746327,-25.75,131.44,0.0,0.00,0.0,0.0,0.0
48809904,-25.75,131.26,0.0,0.00,0.0,0.0,0.0
48873481,-25.69,130.56,0.0,0.00,0.0,0.0,0.0
48937058,-25.69,131.44,0.0,0.00,0.0,0.0,0.0
49000635,-25.63,128.62,0.0,0.00,0.0,0.0,0.0
49064212,-25.87,131.44,0.0,0.00,0.0,0.0,0.0
49127789,-26.04,132.49,0.0,0.00,0.0,0.0,0.0
49191366,-26.04,132.14,0.0,0.00,0.0,0.0,0.0
49254943,-26.22,133.37,0.0,0.00,0.0,0.0,0.0
49318520,-26.16,131.44,0.0,0.00,0.0,0.0,0.0
49382097,-26.04,130.73,0.0,0.00,0.0,0.0,0.0
49445674,-26.04,130.21,0.0,0.00,0.0,0.0,0.0
49509251,-26.04,130.73,0.0,0.00,0.0,0.0,0.0
49572828,-25.98,131.61,0.0,0.00,0.0,0.0,0.0
49636405,-25.98,128.45,0.0,0.00,0.0,0.0,0.0
49699982,-26.16,129.50,0.0,0.00,0.0,0.0,0.0
49763559,-26.16,130.91,0.0,0.00,0.0,0.0,0.0
49827136,-26.16,131.26,0.0,0.00,0.0,0.0,0.0
49890713,-26.16,130.91,0.0,0.00,0.0,0.0,0.0
49954290,-26.33,129.68,0.0,0.00,0.0,0.0,0.0
50017867,-26.22,129.50,0.0,0.00,0.0,0.0,0.0
50081444,-26.16,128.45,0.0,0.00,0.0,0.0,0.0
50145021,-25.81,127.04,0.0,0.00,0.0,0.0,0.0
50208598,-26.28,127.92,0.0,0.00,0.0,0.0,0.0
50272175,-26.28,127.39,0.0,0.00,0.0,0.0,0.0
50335752,-26.04,127.04,0.0,0.00,0.0,0.0,0.0
50399329,-26.33,127.57,0.0,0.00,0.0,0.0,0.0
50462906,-26.10,127.39,0.0,0.00,0.0,0.0,0.0
50526483,-26.16,127.57,0.0,0.00,0.0,0.0,0.0
50590060,-26.33,126.69,0.0,0.00,0.0,0.0,0.0
50653637,-26.33,127.57,0.0,0.00,0.0,0.0,0.0
50717214,-26.45,125.98,0.0,0.00,0.0,0.0,0.0
50780791,-26.10,124.75,0.0,0.00,0.0,0.0,0.0
50844368,-26.22,125.98,0.0,0.00,0.0,0.0,0.0
50907945,-26.45,125.98,0.0,0.00,0.0,0.0,0.0
50971522,-26.69,127.74,0.0,0.00,0.0,0.0,0.0
51035099,-26.69,127.21,0.0,0.00,0.0,0.0,0.0
51098676,-26.45,125.63,0.0,0.00,0.0,0.0,0.0
51162253,-26.63,126.69,0.0,0.00,0.0,0.0,0.0
51225830,-26.69,125.98,0.0,0.00,0.0,0.0,0.0
51289407,-26.69,126.69,0.0,0.00,0.0,0.0,0.0
51352984,-26.45,126.69,0.0,0.00,0.0,0.0,0.0
51416561,-26.45,124.57,0.0,0.00,0.0,0.0,0.0
51480138,-26.57,125.81,0.0,0.00,0.0,0.0,0.0
51543715,-26.69,126.69,0.0,0.00,0.0,0.0,0.0
51607292,-26.69,123.70,0.0,0.00,0.0,0.0,0.0
51670869,-26.57,124.57,0.0,0.00,0.0,0.0,0.0
51734446,-26.57,123.87,0.0,0.00,0.0,0.0,0.0
51798023,-26.74,125.63,0.0,0.00,0.0,0.0,0.0
51861600,-26.92,124.57,0.0,0.00,0.0,0.0,0.0
51925177,-26.80,123.52,0.0,0.00,0.0,0.0,0.0
51988754,-26.98,124.40,0.0,0.00,0.0,0.0,0.0
52052331,-26.63,122.29,0.0,0.00,0.0,0.0,0.0
52115908,-26.69,124.05,0.0,0.00,0.0,0.0,0.0
52179485,-26.86,123.17,0.0,0.00,0.0,0.0,0.0
52243062,-26.74,123.52,0.0,0.00,0.0,0.0,0.0
52306639,-26.69,122.64,0.0,0.00,0.0,0.0,0.0
52370216,-26.74,121.94,0.0,0.00,0.0,0.0,0.0
52433793,-26.63,122.82,0.0,0.00,0.0,0.0,0.0
52497370,-27.04,122.11,0.0,0.00,0.0,0.0,0.0
52560947,-26.92,122.29,0.0,0.00,0.0,0.0,0.0
52624524,-27.16,123.52,0.0,0.00,0.0,0.0,0.0
52688101,-27.04,122.46,0.0,0.00,0.0,0.0,0.0
52751678,-26.63,121.41,0.0,0.00,0.0,0.0,0.0
52815255,-26.80,120.35,0.0,0.00,0.0,0.0,0.0
52878832,-26.92,120.70,0.0,0.00,0.0,0.0,0.0
52942409,-26.92,120.00,0.0,0.00,0.0,0.0,0.0
53005986,-26.69,119.65,0.0,0.00,0.0,0.0,0.0
53069563,-26.57,120.18,0.0,0.00,0.0,0.0,0.0
53133140,-26.92,120.35,0.0,0.00,0.0,0.0,0.0
53196717,-27.16,120.35,0.0,0.00,0.0,0.0,0.0
53260294,-27.21,122.64,0.0,0.00,0.0,0.0,0.0
53323871,-26.80,117.18,0.0,0.00,0.0,0.0,0.0
53387448,-26.45,119.47,0.0,0.00,0.0,0.0,0.0
53451025,-26.80,118.77,0.0,0.00,0.0,0.0,0.0
53514602,-27.04,119.65,0.0,0.00,0.0,0.0,0.0
53578179,-27.33,120.70,0.0,0.00,0.0,0.0,0.0
53641756,-26.74,117.18,0.0,0.00,0.0,0.0,0.0
53705333,-27.21,120.18,0.0,0.00,0.0,0.0,0.0
53768910,-27.57,121.23,0.0,0.00,0.0,0.0,0.0
53832487,-27.21,119.12,0.0,0.00,0.0,0.0,0.0
53896064,-27.27,119.47,0.0,0.00,0.0,0.0,0.0
53959641,-27.16,118.24,0.0,0.00,0.0,0.0,0.0
54023218,-27.21,118.77,0.0,0.00,0.0,0.0,0.0
54086795,-27.45,121.06,0.0,0.00,0.0,0.0,0.0
54150372,-27.51,120.88,0.0,0.00,0.0,0.0,0.0
