Frequency(Hz),Transmission Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
132672074,-22.99,118.77,0.0,0.00,0.0,0.0,0.0
132758280,-22.99,118.77,0.0,0.00,0.0,0.0,0.0
132844486,-22.99,118.94,0.0,0.00,0.0,0.0,0.0
132930692,-22.99,118.94,0.0,0.00,0.0,0.0,0.0
133016898,-22.99,119.12,0.0,0.00,0.0,0.0,0.0
133103104,-22.99,119.12,0.0,0.00,0.0,0.0,0.0
133189310,-22.99,119.12,0.0,0.00,0.0,0.0,0.0
133275516,-22.99,119.30,0.0,0.00,0.0,0.0,0.0
133361722,-22.99,119.47,0.0,0.00,0.0,0.0,0.0
133447928,-22.93,119.47,0.0,0.00,0.0,0.0,0.0
133534134,-22.99,119.47,0.0,0.00,0.0,0.0,0.0
133620340,-22.99,119.65,0.0,0.00,0.0,0.0,0.0
133706546,-22.99,119.65,0.0,0.00,0.0,0.0,0.0
133792752,-22.99,119.82,0.0,0.00,0.0,0.0,0.0
133878958,-22.99,119.82,0.0,0.00,0.0,0.0,0.0
133965164,-22.99,120.00,0.0,0.00,0.0,0.0,0.0
134051370,-22.99,120.00,0.0,0.00,0.0,0.0,0.0
134137576,-22.99,120.18,0.0,0.00,0.0,0.0,0.0
134223782,-22.99,120.18,0.0,0.00,0.0,0.0,0.0
134309988,-22.99,120.35,0.0,0.00,0.0,0.0,0.0
134396194,-22.99,120.35,0.0,0.00,0.0,0.0,0.0
134482400,-22.99,120.53,0.0,0.00,0.0,0.0,0.0
134568606,-22.99,120.53,0.0,0.00,0.0,0.0,0.0
134654812,-22.99,120.70,0.0,0.00,0.0,0.0,0.0
134741018,-22.99,120.70,0.0,0.00,0.0,0.0,0.0
134827224,-22.99,120.88,0.0,0.00,0.0,0.0,0.0
134913430,-22.99,120.88,0.0,0.00,0.0,0.0,0.0
134999636,-22.99,120.88,0.0,0.00,0.0,0.0,0.0
135085842,-22.99,121.06,0.0,0.00,0.0,0.0,0.0
135172048,-22.99,121.06,0.0,0.00,0.0,0.0,0.0
135258254,-22.99,121.23,0.0,0.00,0.0,0.0,0.0
135344460,-22.99,121.23,0.0,0.00,0.0,0.0,0.0
135430666,-22.99,121.41,0.0,0.00,0.0,0.0,0.0
135516872,-22.99,121.41,0.0,0.00,0.0,0.0,0.0
135603078,-22.99,121.58,0.0,0.00,0.0,0.0,0.0
135689284,-22.99,121.58,0.0,0.00,0.0,0.0,0.0
135775490,-22.99,121.76,0.0,0.00,0.0,0.0,0.0
