Frequency(Hz),Transmission Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
44952572,-41.11,121.94,0.0,0.00,0.0,0.0,0.0
45059253,-41.58,124.93,0.0,0.00,0.0,0.0,0.0
45165934,-41.11,121.94,0.0,0.00,0.0,0.0,0.0
45272615,-42.05,125.10,0.0,0.00,0.0,0.0,0.0
45379296,-41.47,121.41,0.0,0.00,0.0,0.0,0.0
45485977,-41.76,122.29,0.0,0.00,0.0,0.0,0.0
45592658,-40.53,118.42,0.0,0.00,0.0,0.0,0.0
45699339,-41.41,120.88,0.0,0.00,0.0,0.0,0.0
45806020,-41.41,121.94,0.0,0.00,0.0,0.0,0.0
45912701,-41.47,120.18,0.0,0.00,0.0,0.0,0.0
46019382,-41.58,122.29,0.0,0.00,0.0,0.0,0.0
46126063,-41.52,123.87,0.0,0.00,0.0,0.0,0.0
46232744,-41.99,126.33,0.0,0.00,0.0,0.0,0.0
46339425,-41.52,128.09,0.0,0.00,0.0,0.0,0.0
46446106,-40.82,120.18,0.0,0.00,0.0,0.0,0.0
46552787,-41.17,122.64,0.0,0.00,0.0,0.0,0.0
46659468,-41.70,127.21,0.0,0.00,0.0,0.0,0.0
46766149,-40.94,122.64,0.0,0.00,0.0,0.0,0.0
46872830,-41.82,127.21,0.0,0.00,0.0,0.0,0.0
46979511,-41.47,126.69,0.0,0.00,0.0,0.0,0.0
47086192,-40.88,124.22,0.0,0.00,0.0,0.0,0.0
47192873,-40.35,124.05,0.0,0.00,0.0,0.0,0.0
47299554,-40.59,124.22,0.0,0.00,0.0,0.0,0.0
47406235,-40.65,123.52,0.0,0.00,0.0,0.0,0.0
47512916,-41.23,124.40,0.0,0.00,0.0,0.0,0.0
47619597,-41.06,127.57,0.0,0.00,0.0,0.0,0.0
47726278,-40.88,126.33,0.0,0.00,0.0,0.0,0.0
47832959,-41.41,131.79,0.0,0.00,0.0,0.0,0.0
47939640,-41.35,132.67,0.0,0.00,0.0,0.0,0.0
48046321,-41.00,128.62,0.0,0.00,0.0,0.0,0.0
48153002,-41.58,130.73,0.0,0.00,0.0,0.0,0.0
48259683,-40.47,124.93,0.0,0.00,0.0,0.0,0.0
48366364,-41.58,132.14,0.0,0.00,0.0,0.0,0.0
48473045,-40.76,128.45,0.0,0.00,0.0,0.0,0.0
48579726,-41.35,132.84,0.0,0.00,0.0,0.0,0.0
48686407,-40.65,128.80,0.0,0.00,0.0,0.0,0.0
48793088,-40.53,131.79,0.0,0.00,0.0,0.0,0.0
48899769,-41.06,131.44,0.0,0.00,0.0,0.0,0.0
49006450,-41.23,133.20,0.0,0.00,0.0,0.0,0.0
49113131,-40.82,134.96,0.0,0.00,0.0,0.0,0.0
49219812,-40.70,131.61,0.0,0.00,0.0,0.0,0.0
49326493,-40.59,130.73,0.0,0.00,0.0,0.0,0.0
49433174,-40.70,133.02,0.0,0.00,0.0,0.0,0.0
49539855,-40.47,132.84,0.0,0.00,0.0,0.0,0.0
49646536,-39.88,128.97,0.0,0.00,0.0,0.0,0.0
49753217,-40.53,133.20,0.0,0.00,0.0,0.0,0.0
49859898,-40.53,133.02,0.0,0.00,0.0,0.0,0.0
49966579,-40.12,132.67,0.0,0.00,0.0,0.0,0.0
50073260,-40.59,135.84,0.0,0.00,0.0,0.0,0.0
50179941,-40.00,131.79,0.0,0.00,0.0,0.0,0.0
50286622,-40.65,134.96,0.0,0.00,0.0,0.0,0.0
50393303,-40.41,134.60,0.0,0.00,0.0,0.0,0.0
50499984,-40.41,134.08,0.0,0.00,0.0,0.0,0.0
50606665,-40.47,134.25,0.0,0.00,0.0,0.0,0.0
50713346,-40.23,134.78,0.0,0.00,0.0,0.0,0.0
50820027,-39.94,130.56,0.0,0.00,0.0,0.0,0.0
50926708,-39.88,133.20,0.0,0.00,0.0,0.0,0.0
51033389,-40.18,136.36,0.0,0.00,0.0,0.0,0.0
51140070,-40.53,139.18,0.0,0.00,0.0,0.0,0.0
51246751,-40.23,137.77,0.0,0.00,0.0,0.0,0.0
51353432,-39.47,132.67,0.0,0.00,0.0,0.0,0.0
51460113,-40.29,138.30,0.0,0.00,0.0,0.0,0.0
51566794,-40.18,140.06,0.0,0.00,0.0,0.0,0.0
51673475,-39.53,138.30,0.0,0.00,0.0,0.0,0.0
51780156,-39.94,139.88,0.0,0.00,0.0,0.0,0.0
51886837,-39.47,138.30,0.0,0.00,0.0,0.0,0.0
51993518,-39.59,136.54,0.0,0.00,0.0,0.0,0.0
52100199,-39.65,138.30,0.0,0.00,0.0,0.0,0.0
52206880,-39.65,140.59,0.0,0.00,0.0,0.0,0.0
52313561,-39.24,137.77,0.0,0.00,0.0,0.0,0.0
52420242,-39.47,141.82,0.0,0.00,0.0,0.0,0.0
52526923,-39.41,142.52,0.0,0.00,0.0,0.0,0.0
52633604,-39.35,142.70,0.0,0.00,0.0,0.0,0.0
52740285,-39.18,144.28,0.0,0.00,0.0,0.0,0.0
52846966,-38.65,136.19,0.0,0.00,0.0,0.0,0.0
52953647,-39.18,148.86,0.0,0.00,0.0,0.0,0.0
53060328,-38.71,146.57,0.0,0.00,0.0,0.0,0.0
53167009,-38.36,146.22,0.0,0.00,0.0,0.0,0.0
53273690,-37.95,146.22,0.0,0.00,0.0,0.0,0.0
53380371,-37.54,143.05,0.0,0.00,0.0,0.0,0.0
53487052,-37.48,135.84,0.0,0.00,0.0,0.0,0.0
53593733,-39.00,121.58,0.0,0.00,0.0,0.0,0.0
53700414,-40.70,107.16,0.0,0.00,0.0,0.0,0.0
53807095,-40.94,104.34,0.0,0.00,0.0,0.0,0.0
53913776,-41.41,114.72,0.0,0.00,0.0,0.0,0.0
54020457,-41.82,123.34,0.0,0.00,0.0,0.0,0.0
54127138,-41.58,124.40,0.0,0.00,0.0,0.0,0.0
54233819,-40.94,124.40,0.0,0.00,0.0,0.0,0.0
54340500,-41.06,128.27,0.0,0.00,0.0,0.0,0.0
54447181,-41.00,130.91,0.0,0.00,0.0,0.0,0.0
54553862,-40.35,130.56,0.0,0.00,0.0,0.0,0.0
54660543,-40.88,134.08,0.0,0.00,0.0,0.0,0.0
54767224,-40.76,137.60,0.0,0.00,0.0,0.0,0.0
54873905,-40.29,136.72,0.0,0.00,0.0,0.0,0.0
54980586,-39.77,134.25,0.0,0.00,0.0,0.0,0.0
55087267,-39.47,130.91,0.0,0.00,0.0,0.0,0.0
55193948,-39.88,131.44,0.0,0.00,0.0,0.0,0.0
55300629,-39.94,135.66,0.0,0.00,0.0,0.0,0.0
55407310,-40.12,137.42,0.0,0.00,0.0,0.0,0.0
55513991,-39.94,136.36,0.0,0.00,0.0,0.0,0.0
55620672,-39.77,134.08,0.0,0.00,0.0,0.0,0.0
55727353,-39.65,133.72,0.0,0.00,0.0,0.0,0.0
55834034,-40.06,138.12,0.0,0.00,0.0,0.0,0.0
55940715,-40.47,143.75,0.0,0.00,0.0,0.0,0.0
56047396,-39.53,137.42,0.0,0.00,0.0,0.0,0.0
56154077,-39.65,138.65,0.0,0.00,0.0,0.0,0.0
56260758,-39.41,139.35,0.0,0.00,0.0,0.0,0.0
56367439,-39.77,140.94,0.0,0.00,0.0,0.0,0.0
56474120,-39.41,141.11,0.0,0.00,0.0,0.0,0.0
56580801,-39.47,138.12,0.0,0.00,0.0,0.0,0.0
56687482,-39.47,140.06,0.0,0.00,0.0,0.0,0.0
56794163,-39.53,142.17,0.0,0.00,0.0,0.0,0.0
56900844,-39.35,140.41,0.0,0.00,0.0,0.0,0.0
57007525,-39.41,143.23,0.0,0.00,0.0,0.0,0.0
57114206,-39.53,145.87,0.0,0.00,0.0,0.0,0.0
57220887,-39.12,141.47,0.0,0.00,0.0,0.0,0.0
57327568,-39.30,143.40,0.0,0.00,0.0,0.0,0.0
57434249,-39.12,141.82,0.0,0.00,0.0,0.0,0.0
57540930,-39.41,146.74,0.0,0.00,0.0,0.0,0.0
57647611,-39.12,146.39,0.0,0.00,0.0,0.0,0.0
57754292,-39.12,146.39,0.0,0.00,0.0,0.0,0.0
57860973,-38.89,144.11,0.0,0.00,0.0,0.0,0.0
57967654,-39.12,144.63,0.0,0.00,0.0,0.0,0.0
58074335,-39.00,147.27,0.0,0.00,0.0,0.0,0.0
58181016,-38.94,145.87,0.0,0.00,0.0,0.0,0.0
58287697,-38.89,150.26,0.0,0.00,0.0,0.0,0.0
58394378,-38.89,149.21,0.0,0.00,0.0,0.0,0.0
58501059,-38.89,150.62,0.0,0.00,0.0,0.0,0.0
58607740,-38.83,149.21,0.0,0.00,0.0,0.0,0.0
58714421,-38.77,149.21,0.0,0.00,0.0,0.0,0.0
58821102,-38.30,143.23,0.0,0.00,0.0,0.0,0.0
58927783,-38.65,148.68,0.0,0.00,0.0,0.0,0.0
59034464,-38.36,146.92,0.0,0.00,0.0,0.0,0.0
59141145,-38.42,147.80,0.0,0.00,0.0,0.0,0.0
59247826,-38.30,147.80,0.0,0.00,0.0,0.0,0.0
59354507,-38.12,145.34,0.0,0.00,0.0,0.0,0.0
59461188,-38.24,146.39,0.0,0.00,0.0,0.0,0.0
59567869,-38.24,147.62,0.0,0.00,0.0,0.0,0.0
59674550,-38.12,147.80,0.0,0.00,0.0,0.0,0.0
59781231,-37.95,143.05,0.0,0.00,0.0,0.0,0.0
59887912,-37.89,143.75,0.0,0.00,0.0,0.0,0.0
59994593,-38.01,146.04,0.0,0.00,0.0,0.0,0.0
60101274,-37.95,144.99,0.0,0.00,0.0,0.0,0.0
60207955,-37.83,143.40,0.0,0.00,0.0,0.0,0.0
60314636,-38.06,146.22,0.0,0.00,0.0,0.0,0.0
60421317,-38.06,147.80,0.0,0.00,0.0,0.0,0.0
60527998,-38.01,146.22,0.0,0.00,0.0,0.0,0.0
60634679,-38.01,148.15,0.0,0.00,0.0,0.0,0.0
60741360,-37.95,149.03,0.0,0.00,0.0,0.0,0.0
60848041,-37.89,149.03,0.0,0.00,0.0,0.0,0.0
60954722,-37.89,148.68,0.0,0.00,0.0,0.0,0.0
61061403,-37.77,148.68,0.0,0.00,0.0,0.0,0.0
61168084,-37.77,146.92,0.0,0.00,0.0,0.0,0.0
61274765,-37.71,146.74,0.0,0.00,0.0,0.0,0.0
61381446,-37.71,149.91,0.0,0.00,0.0,0.0,0.0
61488127,-37.60,148.68,0.0,0.00,0.0,0.0,0.0
61594808,-37.60,149.38,0.0,0.00,0.0,0.0,0.0
61701489,-37.60,151.32,0.0,0.00,0.0,0.0,0.0
61808170,-37.42,147.62,0.0,0.00,0.0,0.0,0.0
61914851,-37.36,148.86,0.0,0.00,0.0,0.0,0.0
62021532,-37.30,148.15,0.0,0.00,0.0,0.0,0.0
62128213,-37.30,149.03,0.0,0.00,0.0,0.0,0.0
62234894,-37.24,150.09,0.0,0.00,0.0,0.0,0.0
62341575,-37.18,149.56,0.0,0.00,0.0,0.0,0.0
62448256,-37.13,147.98,0.0,0.00,0.0,0.0,0.0
62554937,-37.07,147.45,0.0,0.00,0.0,0.0,0.0
62661618,-37.07,148.15,0.0,0.00,0.0,0.0,0.0
62768299,-37.01,150.09,0.0,0.00,0.0,0.0,0.0
62874980,-36.95,149.74,0.0,0.00,0.0,0.0,0.0
62981661,-36.89,148.50,0.0,0.00,0.0,0.0,0.0
63088342,-36.77,149.21,0.0,0.00,0.0,0.0,0.0
63195023,-36.77,149.21,0.0,0.00,0.0,0.0,0.0
63301704,-36.72,149.74,0.0,0.00,0.0,0.0,0.0
63408385,-36.60,148.33,0.0,0.00,0.0,0.0,0.0
63515066,-36.54,147.80,0.0,0.00,0.0,0.0,0.0
63621747,-36.54,148.50,0.0,0.00,0.0,0.0,0.0
63728428,-36.48,147.98,0.0,0.00,0.0,0.0,0.0
63835109,-36.42,148.15,0.0,0.00,0.0,0.0,0.0
63941790,-36.30,148.33,0.0,0.00,0.0,0.0,0.0
64048471,-36.30,147.62,0.0,0.00,0.0,0.0,0.0
64155152,-36.19,147.45,0.0,0.00,0.0,0.0,0.0
64261833,-36.19,147.62,0.0,0.00,0.0,0.0,0.0
64368514,-36.13,146.57,0.0,0.00,0.0,0.0,0.0
64475195,-36.07,146.74,0.0,0.00,0.0,0.0,0.0
64581876,-36.01,146.39,0.0,0.00,0.0,0.0,0.0
64688557,-35.95,145.87,0.0,0.00,0.0,0.0,0.0
64795238,-35.95,144.99,0.0,0.00,0.0,0.0,0.0
64901919,-35.95,145.16,0.0,0.00,0.0,0.0,0.0
65008600,-35.89,144.63,0.0,0.00,0.0,0.0,0.0
65115281,-35.89,144.28,0.0,0.00,0.0,0.0,0.0
65221962,-35.89,144.11,0.0,0.00,0.0,0.0,0.0
65328643,-35.89,143.93,0.0,0.00,0.0,0.0,0.0
65435324,-35.89,143.58,0.0,0.00,0.0,0.0,0.0
65542005,-35.89,143.58,0.0,0.00,0.0,0.0,0.0
65648686,-35.89,143.40,0.0,0.00,0.0,0.0,0.0
65755367,-35.84,143.23,0.0,0.00,0.0,0.0,0.0
65862048,-35.84,143.58,0.0,0.00,0.0,0.0,0.0
65968729,-35.78,143.58,0.0,0.00,0.0,0.0,0.0
66075410,-35.72,143.58,0.0,0.00,0.0,0.0,0.0
66182091,-35.72,143.58,0.0,0.00,0.0,0.0,0.0
66288772,-35.60,143.40,0.0,0.00,0.0,0.0,0.0
66395453,-35.60,143.40,0.0,0.00,0.0,0.0,0.0
66502134,-35.54,143.40,0.0,0.00,0.0,0.0,0.0
66608815,-35.48,143.23,0.0,0.00,0.0,0.0,0.0
66715496,-35.43,143.05,0.0,0.00,0.0,0.0,0.0
66822177,-35.37,143.05,0.0,0.00,0.0,0.0,0.0
66928858,-35.31,142.87,0.0,0.00,0.0,0.0,0.0
67035539,-35.25,142.70,0.0,0.00,0.0,0.0,0.0
67142220,-35.19,142.52,0.0,0.00,0.0,0.0,0.0
67248901,-35.13,142.35,0.0,0.00,0.0,0.0,0.0
67355582,-35.07,142.17,0.0,0.00,0.0,0.0,0.0
67462263,-35.07,141.99,0.0,0.00,0.0,0.0,0.0
67568944,-35.01,141.82,0.0,0.00,0.0,0.0,0.0
67675625,-34.96,141.64,0.0,0.00,0.0,0.0,0.0
67782306,-34.90,141.47,0.0,0.00,0.0,0.0,0.0
67888987,-34.84,141.29,0.0,0.00,0.0,0.0,0.0
67995668,-34.78,141.11,0.0,0.00,0.0,0.0,0.0
68102349,-34.72,140.94,0.0,0.00,0.0,0.0,0.0
68209030,-34.66,140.76,0.0,0.00,0.0,0.0,0.0
68315711,-34.60,140.59,0.0,0.00,0.0,0.0,0.0
68422392,-34.55,140.23,0.0,0.00,0.0,0.0,0.0
68529073,-34.49,140.06,0.0,0.00,0.0,0.0,0.0
68635754,-34.43,139.88,0.0,0.00,0.0,0.0,0.0
68742435,-34.37,139.53,0.0,0.00,0.0,0.0,0.0
68849116,-34.31,139.35,0.0,0.00,0.0,0.0,0.0
68955797,-34.25,139.00,0.0,0.00,0.0,0.0,0.0
69062478,-34.19,138.83,0.0,0.00,0.0,0.0,0.0
69169159,-34.19,138.48,0.0,0.00,0.0,0.0,0.0
69275840,-34.13,138.30,0.0,0.00,0.0,0.0,0.0
69382521,-34.08,137.95,0.0,0.00,0.0,0.0,0.0
69489202,-34.02,137.77,0.0,0.00,0.0,0.0,0.0
69595883,-33.96,137.42,0.0,0.00,0.0,0.0,0.0
69702564,-33.90,137.07,0.0,0.00,0.0,0.0,0.0
69809245,-33.90,136.72,0.0,0.00,0.0,0.0,0.0
69915926,-33.84,136.54,0.0,0.00,0.0,0.0,0.0
70022607,-33.78,136.19,0.0,0.00,0.0,0.0,0.0
70129288,-33.78,136.01,0.0,0.00,0.0,0.0,0.0
70235969,-33.72,135.84,0.0,0.00,0.0,0.0,0.0
70342650,-33.72,135.66,0.0,0.00,0.0,0.0,0.0
70449331,-33.67,135.48,0.0,0.00,0.0,0.0,0.0
70556012,-33.61,135.31,0.0,0.00,0.0,0.0,0.0
70662693,-33.55,135.13,0.0,0.00,0.0,0.0,0.0
70769374,-33.49,134.96,0.0,0.00,0.0,0.0,0.0
70876055,-33.43,134.78,0.0,0.00,0.0,0.0,0.0
70982736,-33.37,134.60,0.0,0.00,0.0,0.0,0.0
71089417,-33.31,134.43,0.0,0.00,0.0,0.0,0.0
71196098,-33.31,134.08,0.0,0.00,0.0,0.0,0.0
71302779,-33.20,133.90,0.0,0.00,0.0,0.0,0.0
71409460,-33.20,133.72,0.0,0.00,0.0,0.0,0.0
71516141,-33.14,133.55,0.0,0.00,0.0,0.0,0.0
71622822,-33.08,133.20,0.0,0.00,0.0,0.0,0.0
71729503,-33.02,133.02,0.0,0.00,0.0,0.0,0.0
71836184,-32.96,132.67,0.0,0.00,0.0,0.0,0.0
71942865,-32.90,132.32,0.0,0.00,0.0,0.0,0.0
72049546,-32.84,132.14,0.0,0.00,0.0,0.0,0.0
72156227,-32.79,131.79,0.0,0.00,0.0,0.0,0.0
72262908,-32.73,131.61,0.0,0.00,0.0,0.0,0.0
72369589,-32.67,131.26,0.0,0.00,0.0,0.0,0.0
72476270,-32.61,130.91,0.0,0.00,0.0,0.0,0.0
72582951,-32.55,130.73,0.0,0.00,0.0,0.0,0.0
72689632,-32.49,130.38,0.0,0.00,0.0,0.0,0.0
72796313,-32.43,130.03,0.0,0.00,0.0,0.0,0.0
72902994,-32.38,129.68,0.0,0.00,0.0,0.0,0.0
73009675,-32.26,129.33,0.0,0.00,0.0,0.0,0.0
73116356,-32.20,128.97,0.0,0.00,0.0,0.0,0.0
73223037,-32.14,128.45,0.0,0.00,0.0,0.0,0.0
73329718,-32.08,128.09,0.0,0.00,0.0,0.0,0.0
73436399,-32.02,127.57,0.0,0.00,0.0,0.0,0.0
73543080,-31.96,127.21,0.0,0.00,0.0,0.0,0.0
73649761,-31.85,126.69,0.0,0.00,0.0,0.0,0.0
73756442,-31.73,125.98,0.0,0.00,0.0,0.0,0.0
73863123,-31.67,125.45,0.0,0.00,0.0,0.0,0.0
73969804,-31.61,124.57,0.0,0.00,0.0,0.0,0.0
74076485,-31.55,123.70,0.0,0.00,0.0,0.0,0.0
74183166,-31.44,122.82,0.0,0.00,0.0,0.0,0.0
74289847,-31.38,121.58,0.0,0.00,0.0,0.0,0.0
74396528,-31.32,120.18,0.0,0.00,0.0,0.0,0.0
74503209,-31.32,118.42,0.0,0.00,0.0,0.0,0.0
74609890,-31.44,116.30,0.0,0.00,0.0,0.0,0.0
74716571,-31.67,114.37,0.0,0.00,0.0,0.0,0.0
74823252,-32.02,112.61,0.0,0.00,0.0,0.0,0.0
74929933,-32.49,111.91,0.0,0.00,0.0,0.0,0.0
75036614,-32.84,112.26,0.0,0.00,0.0,0.0,0.0
75143295,-33.08,113.67,0.0,0.00,0.0,0.0,0.0
75249976,-33.20,115.43,0.0,0.00,0.0,0.0,0.0
75356657,-33.20,117.36,0.0,0.00,0.0,0.0,0.0
75463338,-33.14,118.94,0.0,0.00,0.0,0.0,0.0
75570019,-33.08,120.35,0.0,0.00,0.0,0.0,0.0
75676700,-32.96,121.23,0.0,0.00,0.0,0.0,0.0
75783381,-32.84,121.94,0.0,0.00,0.0,0.0,0.0
75890062,-32.73,122.46,0.0,0.00,0.0,0.0,0.0
75996743,-32.61,122.82,0.0,0.00,0.0,0.0,0.0
76103424,-32.55,123.17,0.0,0.00,0.0,0.0,0.0
76210105,-32.43,123.34,0.0,0.00,0.0,0.0,0.0
76316786,-32.32,123.52,0.0,0.00,0.0,0.0,0.0
76423467,-32.26,123.52,0.0,0.00,0.0,0.0,0.0
76530148,-32.14,123.52,0.0,0.00,0.0,0.0,0.0
76636829,-32.02,123.52,0.0,0.00,0.0,0.0,0.0
76743510,-31.96,123.34,0.0,0.00,0.0,0.0,0.0
76850191,-31.91,123.17,0.0,0.00,0.0,0.0,0.0
76956872,-31.85,123.17,0.0,0.00,0.0,0.0,0.0
77063553,-31.73,122.99,0.0,0.00,0.0,0.0,0.0
77170234,-31.67,122.82,0.0,0.00,0.0,0.0,0.0
77276915,-31.61,122.46,0.0,0.00,0.0,0.0,0.0
77383596,-31.55,122.29,0.0,0.00,0.0,0.0,0.0
77490277,-31.50,122.29,0.0,0.00,0.0,0.0,0.0
77596958,-31.44,121.94,0.0,0.00,0.0,0.0,0.0
77703639,-31.38,121.76,0.0,0.00,0.0,0.0,0.0
77810320,-31.32,121.58,0.0,0.00,0.0,0.0,0.0
77917001,-31.26,121.41,0.0,0.00,0.0,0.0,0.0
78023682,-31.20,121.23,0.0,0.00,0.0,0.0,0.0
78130363,-31.14,121.06,0.0,0.00,0.0,0.0,0.0
78237044,-31.09,120.88,0.0,0.00,0.0,0.0,0.0
78343725,-31.03,120.53,0.0,0.00,0.0,0.0,0.0
78450406,-30.97,120.35,0.0,0.00,0.0,0.0,0.0
78557087,-30.91,120.00,0.0,0.00,0.0,0.0,0.0
78663768,-30.85,119.82,0.0,0.00,0.0,0.0,0.0
78770449,-30.79,119.47,0.0,0.00,0.0,0.0,0.0
78877130,-30.79,119.30,0.0,0.00,0.0,0.0,0.0
78983811,-30.73,118.94,0.0,0.00,0.0,0.0,0.0
79090492,-30.67,118.77,0.0,0.00,0.0,0.0,0.0
79197173,-30.62,118.42,0.0,0.00,0.0,0.0,0.0
79303854,-30.56,118.24,0.0,0.00,0.0,0.0,0.0
79410535,-30.56,117.89,0.0,0.00,0.0,0.0,0.0
79517216,-30.50,117.71,0.0,0.00,0.0,0.0,0.0
79623897,-30.44,117.36,0.0,0.00,0.0,0.0,0.0
79730578,-30.44,117.01,0.0,0.00,0.0,0.0,0.0
79837259,-30.38,116.83,0.0,0.00,0.0,0.0,0.0
79943940,-30.32,116.48,0.0,0.00,0.0,0.0,0.0
80050621,-30.32,116.30,0.0,0.00,0.0,0.0,0.0
80157302,-30.32,116.13,0.0,0.00,0.0,0.0,0.0
80263983,-30.26,115.95,0.0,0.00,0.0,0.0,0.0
80370664,-30.21,115.78,0.0,0.00,0.0,0.0,0.0
80477345,-30.21,115.43,0.0,0.00,0.0,0.0,0.0
80584026,-30.15,115.25,0.0,0.00,0.0,0.0,0.0
80690707,-30.09,115.07,0.0,0.00,0.0,0.0,0.0
80797388,-30.09,114.90,0.0,0.00,0.0,0.0,0.0
80904069,-30.03,114.72,0.0,0.00,0.0,0.0,0.0
81010750,-29.97,114.55,0.0,0.00,0.0,0.0,0.0
81117431,-29.97,114.37,0.0,0.00,0.0,0.0,0.0
81224112,-29.91,114.19,0.0,0.00,0.0,0.0,0.0
81330793,-29.85,114.02,0.0,0.00,0.0,0.0,0.0
81437474,-29.79,113.84,0.0,0.00,0.0,0.0,0.0
81544155,-29.74,113.49,0.0,0.00,0.0,0.0,0.0
81650836,-29.74,113.31,0.0,0.00,0.0,0.0,0.0
81757517,-29.68,113.14,0.0,0.00,0.0,0.0,0.0
81864198,-29.62,112.79,0.0,0.00,0.0,0.0,0.0
81970879,-29.62,112.61,0.0,0.00,0.0,0.0,0.0
82077560,-29.56,112.43,0.0,0.00,0.0,0.0,0.0
82184241,-29.50,112.26,0.0,0.00,0.0,0.0,0.0
82290922,-29.50,111.91,0.0,0.00,0.0,0.0,0.0
82397603,-29.44,111.73,0.0,0.00,0.0,0.0,0.0
82504284,-29.38,111.55,0.0,0.00,0.0,0.0,0.0
82610965,-29.33,111.20,0.0,0.00,0.0,0.0,0.0
82717646,-29.33,111.03,0.0,0.00,0.0,0.0,0.0
82824327,-29.27,110.85,0.0,0.00,0.0,0.0,0.0
82931008,-29.21,110.50,0.0,0.00,0.0,0.0,0.0
83037689,-29.21,110.32,0.0,0.00,0.0,0.0,0.0
83144370,-29.15,109.97,0.0,0.00,0.0,0.0,0.0
83251051,-29.15,109.79,0.0,0.00,0.0,0.0,0.0
83357732,-29.03,109.62,0.0,0.00,0.0,0.0,0.0
83464413,-29.03,109.27,0.0,0.00,0.0,0.0,0.0
83571094,-28.97,109.09,0.0,0.00,0.0,0.0,0.0
83677775,-28.91,108.91,0.0,0.00,0.0,0.0,0.0
83784456,-28.91,108.56,0.0,0.00,0.0,0.0,0.0
83891137,-28.86,108.39,0.0,0.00,0.0,0.0,0.0
83997818,-28.80,108.04,0.0,0.00,0.0,0.0,0.0
84104499,-28.80,107.68,0.0,0.00,0.0,0.0,0.0
84211180,-28.74,107.51,0.0,0.00,0.0,0.0,0.0
84317861,-28.68,107.16,0.0,0.00,0.0,0.0,0.0
84424542,-28.68,106.98,0.0,0.00,0.0,0.0,0.0
84531223,-28.62,106.63,0.0,0.00,0.0,0.0,0.0
84637904,-28.62,106.45,0.0,0.00,0.0,0.0,0.0
84744585,-28.56,106.10,0.0,0.00,0.0,0.0,0.0
84851266,-28.56,105.75,0.0,0.00,0.0,0.0,0.0
84957947,-28.50,105.57,0.0,0.00,0.0,0.0,0.0
85064628,-28.50,105.22,0.0,0.00,0.0,0.0,0.0
85171309,-28.45,105.04,0.0,0.00,0.0,0.0,0.0
85277990,-28.45,104.69,0.0,0.00,0.0,0.0,0.0
85384671,-28.39,104.34,0.0,0.00,0.0,0.0,0.0
85491352,-28.39,104.16,0.0,0.00,0.0,0.0,0.0
85598033,-28.33,103.81,0.0,0.00,0.0,0.0,0.0
85704714,-28.33,103.64,0.0,0.00,0.0,0.0,0.0
85811395,-28.27,103.46,0.0,0.00,0.0,0.0,0.0
85918076,-28.21,103.11,0.0,0.00,0.0,0.0,0.0
86024757,-28.21,102.93,0.0,0.00,0.0,0.0,0.0
86131438,-28.15,102.76,0.0,0.00,0.0,0.0,0.0
86238119,-28.15,102.58,0.0,0.00,0.0,0.0,0.0
86344800,-28.09,102.23,0.0,0.00,0.0,0.0,0.0
86451481,-28.09,102.05,0.0,0.00,0.0,0.0,0.0
86558162,-28.04,101.88,0.0,0.00,0.0,0.0,0.0
86664843,-28.04,101.70,0.0,0.00,0.0,0.0,0.0
86771524,-27.98,101.52,0.0,0.00,0.0,0.0,0.0
86878205,-27.98,101.35,0.0,0.00,0.0,0.0,0.0
86984886,-27.92,101.35,0.0,0.00,0.0,0.0,0.0
87091567,-27.86,101.00,0.0,0.00,0.0,0.0,0.0
87198248,-27.86,100.82,0.0,0.00,0.0,0.0,0.0
87304929,-27.80,100.65,0.0,0.00,0.0,0.0,0.0
87411610,-27.80,100.47,0.0,0.00,0.0,0.0,0.0
87518291,-27.74,100.29,0.0,0.00,0.0,0.0,0.0
87624972,-27.68,99.94,0.0,0.00,0.0,0.0,0.0
87731653,-27.68,99.77,0.0,0.00,0.0,0.0,0.0
87838334,-27.62,99.59,0.0,0.00,0.0,0.0,0.0
87945015,-27.62,99.24,0.0,0.00,0.0,0.0,0.0
88051696,-27.57,99.06,0.0,0.00,0.0,0.0,0.0
88158377,-27.51,98.89,0.0,0.00,0.0,0.0,0.0
88265058,-27.51,98.71,0.0,0.00,0.0,0.0,0.0
88371739,-27.45,98.36,0.0,0.00,0.0,0.0,0.0
88478420,-27.39,98.18,0.0,0.00,0.0,0.0,0.0
88585101,-27.39,97.83,0.0,0.00,0.0,0.0,0.0
88691782,-27.33,97.65,0.0,0.00,0.0,0.0,0.0
88798463,-27.33,97.48,0.0,0.00,0.0,0.0,0.0
88905144,-27.27,97.13,0.0,0.00,0.0,0.0,0.0
89011825,-27.27,96.95,0.0,0.00,0.0,0.0,0.0
89118506,-27.21,96.60,0.0,0.00,0.0,0.0,0.0
89225187,-27.16,96.42,0.0,0.00,0.0,0.0,0.0
89331868,-27.16,96.25,0.0,0.00,0.0,0.0,0.0
89438549,-27.10,95.89,0.0,0.00,0.0,0.0,0.0
89545230,-27.10,95.72,0.0,0.00,0.0,0.0,0.0
89651911,-27.04,95.54,0.0,0.00,0.0,0.0,0.0
89758592,-27.04,95.19,0.0,0.00,0.0,0.0,0.0
89865273,-26.98,95.01,0.0,0.00,0.0,0.0,0.0
