Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
5132505,-2.52,11.61,234.1,6.95,160.4,283.8,34.4
5196082,-2.63,14.08,201.6,6.65,159.2,256.9,38.3
5259659,-2.75,16.72,173.5,6.37,154.9,232.6,41.8
5323236,-2.87,19.18,152.1,6.11,148.6,212.7,44.3
5386813,-2.99,21.82,133.5,5.88,141.6,194.6,46.7
5450390,-3.10,24.28,119.3,5.66,134.4,179.7,48.4
5513967,-3.28,26.92,107.1,5.36,125.5,164.9,49.5
5577544,-3.40,29.56,96.6,5.18,118.9,153.2,50.9
5641121,-3.57,32.02,88.9,4.93,111.5,142.6,51.4
5704698,-3.75,34.66,81.8,4.71,104.6,132.7,52.0
5768275,-3.86,37.30,75.3,4.57,99.3,124.6,52.8
5831852,-4.04,39.94,70.2,4.38,93.5,116.9,53.1
5895429,-4.21,42.58,65.7,4.20,88.2,110.0,53.3
5959006,-4.43,45.22,62.1,4.00,82.8,103.5,53.1
6022583,-4.68,47.86,59.2,3.80,77.6,97.6,52.7
6086160,-4.86,50.50,56.2,3.67,73.6,92.5,52.6
6149737,-5.09,53.31,53.5,3.51,69.2,87.5,52.3
6213314,-5.27,55.95,51.2,3.40,65.8,83.3,52.1
6276891,-5.50,58.59,49.3,3.26,62.2,79.4,51.6
6340468,-5.74,61.23,47.6,3.14,58.8,75.7,51.0
6404045,-6.03,63.87,46.4,3.00,55.4,72.2,50.1
6467622,-6.26,66.51,45.0,2.89,52.5,69.2,49.4
6531199,-6.56,69.15,43.9,2.77,49.6,66.2,48.4
6594776,-6.85,71.79,43.0,2.67,46.8,63.6,47.4
6658353,-7.14,74.60,42.0,2.57,44.1,61.0,46.4
6721930,-7.49,77.24,41.4,2.46,41.5,58.6,45.0
6785507,-7.79,79.88,40.7,2.38,39.3,56.6,43.9
6849084,-8.14,82.52,40.2,2.29,37.0,54.6,42.6
6912661,-8.49,85.16,39.8,2.21,34.8,52.9,41.1
6976238,-8.90,87.98,39.5,2.12,32.5,51.1,39.5
7039815,-9.35,90.62,39.3,2.03,30.3,49.7,37.6
7103392,-9.78,93.26,39.2,1.96,28.4,48.4,35.9
7166969,-10.24,95.89,39.1,1.89,26.4,47.2,34.0
7230546,-10.71,98.71,39.0,1.82,24.5,46.1,32.2
7294123,-11.24,101.35,39.1,1.76,22.7,45.2,30.2
7357700,-11.77,103.99,39.2,1.70,21.0,44.5,28.2
7421277,-12.35,106.63,39.4,1.64,19.3,43.9,26.1
7484854,-12.94,109.27,39.6,1.58,17.7,43.4,24.2
7548431,-13.58,111.91,39.8,1.53,16.2,43.0,22.1
7612008,-14.28,114.72,40.2,1.48,14.6,42.7,20.0
7675585,-14.99,117.36,40.5,1.43,13.2,42.6,18.1
7739162,-15.80,120.18,40.9,1.39,11.8,42.6,16.1
7802739,-16.68,122.99,41.4,1.34,10.4,42.7,14.1
7866316,-17.68,125.98,42.0,1.30,9.0,42.9,12.1
7929893,-18.73,128.97,42.6,1.26,7.8,43.3,10.3
7993470,-20.06,131.96,43.3,1.22,6.5,43.8,8.5
8057047,-21.48,135.31,44.1,1.18,5.3,44.4,6.8
8120624,-23.12,139.00,44.8,1.15,4.1,45.0,5.3
8184201,-25.11,143.40,45.6,1.12,3.0,45.7,3.8
8247778,-27.63,148.86,46.5,1.09,2.0,46.6,2.5
8311355,-30.91,155.72,47.5,1.06,1.1,47.5,1.3
8374932,-34.95,160.47,48.3,1.04,0.6,48.3,0.7
8438509,-36.76,141.47,48.9,1.03,0.9,48.9,1.0
8502086,-34.24,100.29,49.6,1.04,1.9,49.7,2.2
8565663,-30.67,69.15,51.0,1.06,2.8,51.1,3.1
8629240,-27.63,54.02,52.4,1.09,3.5,52.5,3.9
8692817,-25.40,45.57,53.7,1.11,4.1,53.9,4.4
8756394,-23.53,39.77,55.2,1.14,4.7,55.4,4.9
8819971,-22.01,35.37,56.7,1.17,5.2,56.9,5.3
8883548,-20.78,31.50,58.2,1.20,5.6,58.4,5.5
8947125,-19.70,28.33,59.7,1.23,5.9,60.0,5.7
9010702,-18.73,25.16,61.4,1.26,6.1,61.7,5.7
9074279,-17.85,22.35,63.1,1.29,6.2,63.4,5.7
9137856,-17.15,19.71,64.7,1.32,6.2,65.0,5.5
9201433,-16.45,17.24,66.5,1.35,6.1,66.7,5.2
9265010,-15.80,14.78,68.3,1.39,5.8,68.5,4.9
9328587,-15.22,12.32,70.2,1.42,5.4,70.4,4.4
9392164,-14.69,10.03,72.0,1.45,4.8,72.1,3.8
9455741,-14.22,7.92,73.7,1.48,4.1,73.8,3.2
9519318,-13.76,5.81,75.6,1.52,3.3,75.6,2.5
9582895,-13.29,4.05,77.5,1.55,2.5,77.5,1.8
9646472,-12.88,2.64,79.3,1.59,1.7,79.3,1.3
9710049,-12.54,1.76,80.9,1.62,1.2,80.9,0.9
9773626,-12.23,1.41,82.3,1.65,1.1,82.3,0.7
9837203,-11.88,1.23,84.1,1.68,1.0,84.1,0.7
9900780,-11.53,1.41,86.0,1.72,1.2,86.1,0.8
9964357,-11.24,1.58,87.7,1.76,1.4,87.8,0.9
10027934,-10.95,2.29,89.5,1.79,2.2,89.5,1.4
10091511,-10.65,3.34,91.3,1.83,3.4,91.4,2.1
10155088,-10.42,4.93,92.7,1.86,5.3,92.9,3.3
10218665,-10.13,6.69,94.4,1.91,7.6,94.7,4.6
10282242,-9.89,8.45,95.7,1.94,10.0,96.2,6.0
10345819,-9.66,10.21,96.8,1.98,12.6,97.6,7.4
10409396,-9.42,12.14,97.7,2.02,15.7,98.9,9.1
10472973,-9.25,13.90,98.0,2.05,18.4,99.7,10.6
10536550,-9.01,15.84,98.5,2.10,21.8,100.9,12.5
10600127,-8.84,17.60,98.4,2.13,24.7,101.5,14.1
10663704,-8.66,19.53,98.0,2.17,28.0,101.9,15.9
10727281,-8.49,21.29,97.5,2.21,31.0,102.3,17.7
10790858,-8.31,23.05,96.7,2.25,34.1,102.6,19.4
10854435,-8.14,24.99,95.5,2.29,37.4,102.5,21.4
10918012,-8.02,26.74,93.9,2.32,39.9,102.0,23.0
10981589,-7.84,28.50,92.5,2.36,42.8,101.9,24.8
11045166,-7.67,30.26,90.8,2.41,45.7,101.6,26.7
11108743,-7.55,32.02,88.7,2.44,47.8,100.7,28.3
11172320,-7.38,33.78,86.6,2.50,50.4,100.2,30.2
11235897,-7.26,35.54,84.2,2.53,52.2,99.1,31.8
11299474,-7.08,37.13,82.0,2.59,54.5,98.5,33.6
11363051,-6.97,38.89,79.4,2.63,56.0,97.2,35.2
11426628,-6.85,40.65,76.8,2.67,57.3,95.8,36.7
11490205,-6.73,42.23,74.3,2.71,58.4,94.5,38.2
11553782,-6.61,43.99,71.6,2.75,59.4,93.0,39.7
11617359,-6.50,45.75,68.9,2.80,60.2,91.4,41.1
11680936,-6.38,47.33,66.4,2.84,60.8,90.0,42.5
11744513,-6.26,49.09,63.7,2.89,61.3,88.4,43.9
11808090,-6.15,50.85,61.0,2.94,61.6,86.7,45.3
11871667,-6.09,52.43,58.8,2.97,61.3,85.0,46.2
11935244,-5.97,54.02,56.4,3.02,61.5,83.4,47.4
11998821,-5.85,55.78,53.9,3.08,61.4,81.7,48.7
12062398,-5.74,57.36,51.7,3.14,61.3,80.2,49.9
12125975,-5.68,58.94,49.7,3.17,60.7,78.5,50.7
12189552,-5.56,60.70,47.4,3.23,60.3,76.7,51.9
12253129,-5.44,62.29,45.3,3.29,60.0,75.2,52.9
12316706,-5.39,63.87,43.6,3.33,59.2,73.5,53.7
12380283,-5.27,65.45,41.6,3.40,58.7,72.0,54.7
12443860,-5.26,67.04,40.3,3.40,57.6,70.3,55.1
12507437,-5.15,68.80,38.3,3.47,56.9,68.6,56.0
12571014,-5.09,70.38,36.9,3.51,56.0,67.1,56.6
12634591,-4.98,71.96,35.2,3.59,55.3,65.6,57.5
12698168,-4.92,73.55,33.9,3.63,54.4,64.1,58.1
12761745,-4.80,75.13,32.3,3.71,53.7,62.7,59.0
12825322,-4.74,76.72,31.1,3.75,52.7,61.2,59.5
12888899,-4.68,78.30,29.9,3.80,51.8,59.8,60.0
12952476,-4.57,79.88,28.5,3.89,51.0,58.4,60.8
13016053,-4.51,81.47,27.4,3.94,50.0,57.0,61.3
13079630,-4.45,82.87,26.5,3.99,49.1,55.8,61.7
13143207,-4.33,84.46,25.2,4.09,48.3,54.5,62.4
13206784,-4.27,86.04,24.3,4.15,47.3,53.2,62.8
13270361,-4.21,87.62,23.4,4.20,46.3,51.9,63.2
13333938,-4.16,89.21,22.5,4.26,45.3,50.6,63.6
13397515,-4.10,90.79,21.7,4.32,44.4,49.4,63.9
13461092,-4.03,92.38,20.9,4.39,43.4,48.2,64.3
13524669,-3.98,93.78,20.2,4.44,42.5,47.1,64.6
13588246,-3.92,95.37,19.5,4.50,41.6,45.9,64.9
13651823,-3.86,96.95,18.8,4.57,40.6,44.8,65.2
13715400,-3.80,98.53,18.1,4.64,39.7,43.6,65.4
13778977,-3.75,99.94,17.6,4.71,38.9,42.6,65.7
13842554,-3.69,101.52,16.9,4.78,37.9,41.5,65.9
13906131,-3.63,103.11,16.3,4.86,37.0,40.5,66.2
13969708,-3.57,104.52,15.8,4.93,36.2,39.5,66.4
14033285,-3.51,106.10,15.3,5.01,35.3,38.5,66.6
14096862,-3.45,107.51,14.8,5.10,34.5,37.6,66.8
14160439,-3.40,109.09,14.3,5.18,33.6,36.5,67.0
14224016,-3.34,110.50,13.8,5.27,32.9,35.7,67.2
14287593,-3.28,112.08,13.3,5.36,32.0,34.7,67.4
14351170,-3.22,113.49,12.9,5.46,31.2,33.8,67.5
14414747,-3.16,114.90,12.5,5.56,30.5,32.9,67.7
14478324,-3.16,116.48,12.3,5.56,29.6,32.0,67.4
14541901,-3.10,117.89,11.9,5.66,28.8,31.2,67.6
14605478,-3.04,119.47,11.5,5.77,28.0,30.3,67.7
14669055,-3.04,120.88,11.3,5.77,27.2,29.5,67.4
14732632,-2.99,122.29,11.0,5.88,26.5,28.7,67.5
14796209,-2.93,123.87,10.6,5.99,25.7,27.8,67.5
14859786,-2.87,125.28,10.3,6.11,25.0,27.0,67.6
14923363,-2.87,126.69,10.2,6.11,24.3,26.3,67.3
14986940,-2.81,128.09,9.9,6.24,23.6,25.5,67.3
15050517,-2.75,129.68,9.5,6.37,22.8,24.7,67.3
15114094,-2.69,131.09,9.2,6.50,22.1,23.9,67.3
15177671,-2.69,132.49,9.1,6.50,21.4,23.3,66.9
15241248,-2.63,134.08,8.8,6.65,20.6,22.4,66.8
15304825,-2.58,135.48,8.6,6.79,19.9,21.7,66.8
15368402,-2.58,136.89,8.5,6.79,19.3,21.0,66.2
15431979,-2.52,138.30,8.2,6.95,18.6,20.3,66.2
15495556,-2.46,139.71,8.0,7.11,17.9,19.6,66.1
15559133,-2.46,141.11,7.9,7.11,17.3,19.0,65.4
15622710,-2.40,142.52,7.6,7.28,16.6,18.3,65.3
15686287,-2.34,143.93,7.4,7.46,16.0,17.6,65.1
15749864,-2.34,145.34,7.3,7.46,15.3,17.0,64.4
15813441,-2.28,146.74,7.1,7.65,14.7,16.3,64.1
15877018,-2.22,148.33,6.9,7.85,13.9,15.5,63.8
15940595,-2.22,149.74,6.8,7.85,13.3,14.9,62.8
16004172,-2.17,151.14,6.6,8.06,12.7,14.3,62.4
16067749,-2.17,152.55,6.6,8.06,12.0,13.7,61.3
16131326,-2.11,153.96,6.4,8.28,11.4,13.0,60.8
16194903,-2.11,155.19,6.3,8.28,10.8,12.5,59.7
16258480,-2.05,156.60,6.1,8.52,10.2,11.9,59.1
16322057,-2.05,158.01,6.1,8.52,9.6,11.3,57.6
16385634,-1.99,159.41,5.9,8.77,9.0,10.7,56.7
16449211,-1.99,160.82,5.9,8.77,8.3,10.2,54.9
16512788,-1.93,162.23,5.7,9.03,7.7,9.6,53.7
16576365,-1.93,163.64,5.7,9.03,7.1,9.1,51.5
16639942,-1.87,165.04,5.5,9.31,6.5,8.5,49.9
16703519,-1.87,166.45,5.4,9.31,5.9,8.0,47.1
16767096,-1.87,167.68,5.4,9.31,5.3,7.6,44.5
16830673,-1.81,168.91,5.3,9.61,4.8,7.1,42.4
16894250,-1.81,170.15,5.2,9.61,4.3,6.8,39.1
16957827,-1.76,171.55,5.1,9.93,3.7,6.2,35.8
17021404,-1.70,172.79,4.9,10.27,3.1,5.8,32.6
17084981,-1.70,174.19,4.9,10.27,2.5,5.5,27.2
17148558,-1.70,175.78,4.9,10.27,1.8,5.2,20.5
17212135,-1.70,177.18,4.9,10.27,1.2,5.0,14.0
17275712,-1.66,178.42,4.8,10.47,0.7,4.8,8.2
17339289,-1.67,179.65,4.8,10.44,0.2,4.8,1.8
17402866,-1.64,180.00,4.7,10.63,0.0,4.7,0.0
17466443,-1.64,180.00,4.7,10.63,0.0,4.7,0.0
17530020,-1.58,180.00,4.5,11.02,0.0,4.5,0.0
17593597,-1.58,180.00,4.5,11.02,0.0,4.5,0.0
17657174,-1.58,180.00,4.5,11.02,0.0,4.5,0.0
17720751,-1.52,180.00,4.4,11.44,0.0,4.4,0.0
17784328,-1.47,180.00,4.2,11.85,0.0,4.2,0.0
17847905,-1.46,178.94,4.2,11.90,0.5,4.2,6.2
17911482,-1.40,177.71,4.0,12.39,1.0,4.2,13.8
17975059,-1.40,176.48,4.0,12.39,1.5,4.3,20.7
18038636,-1.41,175.25,4.1,12.32,2.1,4.6,26.9
18102213,-1.45,174.02,4.2,12.00,2.6,4.9,31.8
18165790,-1.35,172.79,3.9,12.93,3.1,5.0,38.9
18229367,-1.35,171.55,3.9,12.93,3.7,5.3,43.3
18292944,-1.35,170.32,3.9,12.93,4.2,5.7,47.2
18356521,-1.35,169.09,3.9,12.93,4.7,6.1,50.6
18420098,-1.35,167.86,3.9,12.93,5.3,6.6,53.5
18483675,-1.35,166.63,3.9,12.93,5.8,7.0,56.1
18547252,-1.29,165.40,3.8,13.51,6.4,7.4,59.5
18610829,-1.29,164.16,3.8,13.51,6.9,7.9,61.4
18674406,-1.29,162.93,3.8,13.51,7.5,8.4,63.1
18737983,-1.29,161.70,3.8,13.51,8.0,8.9,64.6
18801560,-1.29,160.47,3.8,13.51,8.6,9.4,66.0
18865137,-1.23,159.41,3.6,14.16,9.0,9.7,68.0
18928714,-1.23,158.18,3.7,14.16,9.6,10.3,69.1
18992291,-1.23,156.95,3.7,14.16,10.1,10.8,70.1
19055868,-1.23,155.72,3.7,14.16,10.7,11.3,70.9
19119445,-1.23,154.66,3.7,14.16,11.2,11.8,71.6
19183022,-1.23,153.43,3.7,14.16,11.7,12.3,72.4
19246599,-1.23,152.20,3.7,14.16,12.3,12.9,73.1
19310176,-1.17,151.14,3.6,14.86,12.8,13.3,74.4
19373753,-1.17,149.91,3.6,14.86,13.4,13.9,74.9
19437330,-1.17,148.86,3.6,14.86,13.9,14.3,75.4
19500907,-1.17,147.62,3.6,14.86,14.4,14.9,75.8
19564484,-1.14,146.39,3.6,15.31,15.0,15.4,76.7
19628061,-1.11,145.34,3.5,15.64,15.5,15.9,77.3
19691638,-1.11,144.11,3.5,15.64,16.1,16.5,77.6
19755215,-1.11,143.05,3.6,15.64,16.6,17.0,77.9
19818792,-1.11,141.99,3.6,15.64,17.1,17.5,78.2
19882369,-1.05,140.76,3.4,16.51,17.7,18.1,79.1
19945946,-1.05,139.71,3.4,16.51,18.3,18.6,79.4
20009523,-1.05,138.65,3.5,16.51,18.8,19.1,79.6
20073100,-1.05,137.60,3.5,16.51,19.3,19.6,79.8
20136677,-1.05,136.36,3.5,16.51,19.9,20.2,80.0
20200254,-1.05,135.31,3.5,16.51,20.5,20.8,80.2
20263831,-1.05,134.25,3.6,16.51,21.0,21.3,80.4
20327408,-1.05,133.20,3.6,16.51,21.5,21.8,80.5
20390985,-1.05,132.14,3.6,16.51,22.1,22.4,80.7
20454562,-1.05,131.09,3.7,16.51,22.6,22.9,80.8
20518139,-1.05,130.03,3.7,16.51,23.2,23.5,81.0
20581716,-1.05,128.97,3.7,16.51,23.8,24.0,81.1
20645293,-1.02,127.92,3.6,17.09,24.3,24.6,81.5
20708870,-1.00,126.86,3.6,17.48,24.9,25.2,81.8
20772447,-1.00,125.81,3.6,17.48,25.5,25.7,81.9
20836024,-1.00,124.75,3.6,17.48,26.1,26.3,82.0
20899601,-1.00,123.70,3.7,17.48,26.6,26.9,82.1
20963178,-0.94,122.64,3.5,18.57,27.2,27.5,82.7
21026755,-0.94,121.58,3.5,18.57,27.8,28.1,82.8
21090332,-0.94,120.53,3.6,18.57,28.5,28.7,82.9
21153909,-0.94,119.65,3.6,18.57,29.0,29.2,82.9
21217486,-0.94,118.59,3.6,18.57,29.6,29.8,83.0
21281063,-0.94,117.54,3.7,18.57,30.2,30.4,83.1
21344640,-0.94,116.66,3.7,18.57,30.7,30.9,83.1
21408217,-0.94,115.60,3.8,18.57,31.4,31.6,83.2
21471794,-0.91,114.55,3.7,19.04,32.0,32.2,83.4
21535371,-0.88,113.67,3.6,19.80,32.6,32.8,83.7
21598948,-0.88,112.61,3.6,19.80,33.2,33.4,83.7
21662525,-0.88,111.73,3.7,19.80,33.8,34.0,83.8
21726102,-0.88,110.67,3.7,19.80,34.4,34.6,83.8
21789679,-0.88,109.62,3.8,19.80,35.1,35.3,83.9
21853256,-0.88,108.74,3.8,19.80,35.7,35.9,83.9
21916833,-0.88,107.86,3.9,19.80,36.3,36.5,83.9
21980410,-0.88,106.80,3.9,19.80,37.0,37.2,84.0
22043987,-0.94,105.92,4.2,18.57,37.6,37.8,83.6
22107564,-0.94,104.87,4.3,18.57,38.3,38.5,83.6
22171141,-0.94,103.99,4.3,18.57,38.9,39.1,83.6
22234718,-0.93,103.11,4.3,18.71,39.5,39.7,83.7
22298295,-0.88,102.05,4.2,19.80,40.3,40.5,84.1
22361872,-0.88,101.17,4.2,19.80,40.9,41.1,84.1
22425449,-0.88,100.29,4.3,19.80,41.6,41.8,84.1
22489026,-0.88,99.24,4.3,19.80,42.3,42.6,84.1
22552603,-0.88,98.36,4.4,19.80,43.0,43.2,84.2
22616180,-0.88,97.48,4.5,19.80,43.7,43.9,84.2
22679757,-0.88,96.42,4.5,19.80,44.5,44.7,84.2
22743334,-0.88,95.54,4.6,19.80,45.2,45.4,84.2
22806911,-0.88,94.66,4.7,19.80,45.9,46.1,84.2
22870488,-0.88,93.78,4.7,19.80,46.6,46.8,84.2
22934065,-0.88,92.90,4.8,19.80,47.3,47.5,84.2
22997642,-0.83,91.85,4.6,20.98,48.2,48.4,84.5
23061219,-0.82,90.97,4.6,21.21,48.9,49.2,84.6
23124796,-0.82,90.09,4.7,21.21,49.7,49.9,84.6
23188373,-0.82,89.21,4.8,21.21,50.5,50.7,84.6
23251950,-0.82,88.33,4.8,21.21,51.2,51.5,84.6
23315527,-0.88,87.45,5.3,19.80,52.0,52.3,84.2
23379104,-0.88,86.57,5.4,19.80,52.8,53.1,84.2
23442681,-0.88,85.69,5.4,19.80,53.6,53.9,84.2
23506258,-0.88,84.81,5.5,19.80,54.4,54.7,84.2
23569835,-0.86,83.93,5.5,20.32,55.3,55.6,84.3
23633412,-0.82,83.05,5.3,21.21,56.2,56.4,84.6
23696989,-0.82,82.17,5.4,21.21,57.1,57.3,84.6
23760566,-0.82,81.47,5.5,21.21,57.8,58.0,84.5
23824143,-0.82,80.59,5.6,21.21,58.7,58.9,84.5
23887720,-0.82,79.71,5.7,21.21,59.6,59.8,84.5
23951297,-0.82,78.83,5.8,21.21,60.5,60.8,84.5
24014874,-0.82,77.95,5.9,21.21,61.5,61.7,84.5
24078451,-0.82,77.24,6.0,21.21,62.2,62.5,84.5
24142028,-0.88,76.36,6.6,19.80,63.2,63.5,84.1
24205605,-0.88,75.48,6.7,19.80,64.2,64.5,84.0
24269182,-0.82,74.60,6.4,21.21,65.2,65.5,84.4
24332759,-0.82,73.90,6.5,21.21,66.1,66.4,84.4
24396336,-0.82,73.02,6.6,21.21,67.1,67.5,84.4
24459913,-0.82,72.14,6.8,21.21,68.2,68.5,84.3
24523490,-0.82,71.44,6.9,21.21,69.1,69.4,84.3
24587067,-0.82,70.56,7.0,21.21,70.2,70.6,84.3
24650644,-0.82,69.68,7.2,21.21,71.4,71.7,84.2
24714221,-0.82,68.97,7.3,21.21,72.3,72.7,84.2
24777798,-0.82,68.09,7.5,21.21,73.5,73.9,84.2
24841375,-0.78,67.21,7.3,22.15,74.7,75.1,84.4
24904952,-0.76,66.51,7.2,22.84,75.8,76.1,84.5
24968529,-0.82,65.63,8.0,21.21,77.0,77.4,84.1
25032106,-0.76,64.93,7.6,22.84,78.1,78.4,84.5
25095683,-0.82,64.05,8.3,21.21,79.3,79.8,84.0
25159260,-0.82,63.34,8.5,21.21,80.4,80.8,84.0
25222837,-0.82,62.46,8.7,21.21,81.8,82.2,83.9
25286414,-0.82,61.76,8.9,21.23,82.9,83.4,83.9
25349991,-0.76,61.06,8.4,22.84,84.2,84.6,84.3
25413568,-0.76,60.18,8.7,22.84,85.6,86.1,84.2
25477145,-0.76,59.47,8.8,22.84,86.9,87.3,84.2
25540722,-0.76,58.59,9.1,22.84,88.4,88.9,84.1
25604299,-0.76,57.89,9.3,22.84,89.7,90.2,84.1
25667876,-0.76,57.18,9.5,22.84,91.0,91.5,84.0
25731453,-0.76,56.30,9.8,22.84,92.6,93.2,84.0
25795030,-0.73,55.60,9.6,23.74,94.1,94.6,84.2
25858607,-0.70,54.90,9.5,24.74,95.5,96.0,84.3
25922184,-0.76,54.02,10.5,22.84,97.2,97.8,83.8
25985761,-0.76,53.31,10.8,22.84,98.7,99.2,83.8
26049338,-0.76,52.61,11.1,22.84,100.2,100.8,83.7
26112915,-0.76,51.73,11.4,22.84,102.1,102.7,83.6
26176492,-0.76,51.03,11.7,22.84,103.7,104.3,83.6
26240069,-0.76,50.32,12.0,22.84,105.3,106.0,83.5
26303646,-0.70,49.62,11.4,24.69,107.2,107.8,83.9
26367223,-0.70,48.74,11.8,24.74,109.3,110.0,83.9
26430800,-0.70,48.04,12.1,24.74,111.1,111.8,83.8
26494377,-0.70,47.33,12.4,24.74,112.9,113.6,83.7
26557954,-0.70,46.63,12.8,24.74,114.8,115.5,83.6
26621531,-0.70,45.75,13.3,24.74,117.2,118.0,83.6
26685108,-0.70,45.04,13.6,24.74,119.3,120.0,83.5
26748685,-0.70,44.34,14.1,24.74,121.3,122.1,83.4
26812262,-0.73,43.64,15.1,23.67,123.3,124.2,83.0
26875839,-0.70,42.93,14.9,24.74,125.6,126.5,83.2
26939416,-0.70,42.23,15.4,24.74,127.9,128.8,83.1
27002993,-0.70,41.52,15.9,24.74,130.2,131.2,83.0
27066570,-0.70,40.82,16.4,24.74,132.6,133.6,82.9
27130147,-0.70,40.12,17.0,24.74,135.1,136.1,82.8
27193724,-0.70,39.41,17.5,24.74,137.6,138.7,82.7
27257301,-0.70,38.71,18.2,24.74,140.3,141.4,82.6
27320878,-0.70,38.01,18.8,24.74,143.0,144.2,82.5
27384455,-0.70,37.13,19.7,24.74,146.5,147.8,82.4
27448032,-0.70,36.60,20.1,24.87,148.7,150.1,82.3
27511609,-0.64,35.89,19.3,26.99,152.2,153.4,82.8
27575186,-0.64,35.19,20.0,26.99,155.3,156.6,82.7
27638763,-0.64,34.49,20.8,26.99,158.6,160.0,82.5
27702340,-0.64,33.78,21.6,26.99,162.0,163.5,82.4
27765917,-0.64,32.90,22.7,26.99,166.5,168.0,82.2
